Id,SalePrice
1461,108550.42
1462,156311.54
1463,167380.77
1464,174224.97
1465,191090.75
1466,175770.35
1467,183299.04
1468,160094.9
1469,202364.57
1470,116832.37
1471,192806.93
1472,99865.84
1473,88419.98
1474,145429.99
1475,109549.99
1476,345982.74
1477,238676.83
1478,309993.58
1479,291061.81
1480,422890.15
1481,283067.91
1482,209126.11
1483,179669.55
1484,165296.95
1485,200314.04
1486,207239.86
1487,308431.75
1488,229709.77
1489,193037.91
1490,237160.91
1491,209352.28
1492,91795.54
1493,195795.09
1494,287548.38
1495,269335.15
1496,234237.59
1497,177511.91
1498,165707.08
1499,167772.22
1500,157071.07
1501,207545.14
1502,152024.63
1503,257628.63
1504,241781.48
1505,219189.41
1506,191307.02
1507,243144.41
1508,193950.98
1509,161386.62
1510,140157.47
1511,156633.11
1512,176951.03
1513,147613.22
1514,137057.25
1515,198202.05
1516,174631.28
1517,160379.0
1518,119556.13
1519,221314.59
1520,128469.48
1521,116651.82
1522,199376.99
1523,98677.56
1524,125100.56
1525,102445.85
1526,87105.94
1527,92830.94
1528,148068.41
1529,127738.61
1530,195371.39
1531,145018.47
1532,99842.08
1533,169513.27
1534,147489.75
1535,149238.13
1536,103728.46
1537,52197.53
1538,167354.76
1539,231380.25
1540,107564.9
1541,139912.5
1542,125022.3
1543,190221.85
1544,92078.98
1545,115138.23
1546,130202.19
1547,146056.3
1548,131469.77
1549,107085.02
1550,127791.79
1551,133595.04
1552,141003.57
1553,157355.4
1554,116904.98
1555,151625.24
1556,73155.88
1557,98229.82
1558,116209.4
1559,84000.31
1560,118310.32
1561,148282.4
1562,134859.42
1563,120726.57
1564,167528.55
1565,140364.25
1566,240862.82
1567,92027.7
1568,230740.46
1569,126000.71
1570,145040.83
1571,107455.21
1572,145386.88
1573,240280.23
1574,111007.85
1575,230949.54
1576,231860.02
1577,191375.4
1578,155379.12
1579,129907.86
1580,186471.84
1581,161482.74
1582,130965.07
1583,276038.21
1584,228297.61
1585,155484.54
1586,40636.91
1587,112095.64
1588,154470.91
1589,105769.5
1590,140711.61
1591,77359.99
1592,133207.28
1593,133687.78
1594,145198.49
1595,106604.06
1596,224158.09
1597,164447.21
1598,195929.7
1599,192778.28
1600,185589.96
1601,29160.53
1602,117638.88
1603,61323.15
1604,273488.76
1605,245642.86
1606,159718.14
1607,157346.07
1608,231178.67
1609,183989.97
1610,150778.64
1611,149210.42
1612,188878.45
1613,154232.56
1614,128382.12
1615,73714.75
1616,53578.27
1617,73871.6
1618,105103.29
1619,156252.16
1620,151853.64
1621,135395.72
1622,147105.33
1623,252155.66
1624,217637.51
1625,119424.77
1626,182941.14
1627,179749.48
1628,269259.06
1629,178324.15
1630,302102.64
1631,203802.22
1632,219495.09
1633,183250.79
1634,193380.98
1635,187673.5
1636,153110.03
1637,200982.79
1638,214226.52
1639,172808.57
1640,261083.46
1641,175226.44
1642,251303.57
1643,226938.44
1644,231315.6
1645,229528.98
1646,164181.4
1647,156442.05
1648,123025.67
1649,137268.56
1650,107533.7
1651,109457.26
1652,109703.61
1653,108718.49
1654,149909.82
1655,139979.42
1656,141329.36
1657,146774.01
1658,158180.36
1659,107553.73
1660,152973.53
1661,418788.45
1662,341529.3
1663,376952.17
1664,439421.47
1665,326184.87
1666,297925.35
1667,347376.52
1668,347767.53
1669,307719.04
1670,344355.02
1671,251726.12
1672,372777.99
1673,281175.87
1674,252426.88
1675,200091.44
1676,200506.84
1677,208111.82
1678,418441.51
1679,340433.26
1680,317017.06
1681,280888.52
1682,290953.71
1683,191419.45
1684,189576.41
1685,193717.65
1686,174512.5
1687,188460.93
1688,202047.57
1689,208457.95
1690,206417.66
1691,200289.04
1692,276107.67
1693,186985.98
1694,177859.9
1695,165187.34
1696,270231.85
1697,161514.01
1698,302094.97
1699,312751.4
1700,245240.63
1701,267597.23
1702,251383.4
1703,239548.76
1704,274878.29
1705,273385.77
1706,391851.54
1707,218588.91
1708,205457.08
1709,265229.14
1710,229536.53
1711,287178.22
1712,246195.9
1713,254677.3
1714,219162.9
1715,212567.2
1716,186721.84
1717,189719.06
1718,134652.69
1719,216975.58
1720,251928.35
1721,180882.94
1722,123847.92
1723,156963.0
1724,203094.15
1725,237392.78
1726,204122.82
1727,157552.36
1728,207133.48
1729,159979.72
1730,169345.51
1731,134994.49
1732,121612.32
1733,98937.12
1734,106631.5
1735,144449.25
1736,95585.72
1737,265597.47
1738,228253.55
1739,257642.54
1740,202485.38
1741,189066.97
1742,185651.17
1743,191310.71
1744,312303.83
1745,223010.61
1746,224255.98
1747,219837.53
1748,236413.15
1749,158158.8
1750,143862.21
1751,266029.72
1752,104634.8
1753,152724.45
1754,199644.75
1755,181581.04
1756,118900.47
1757,112682.88
1758,143856.8
1759,149513.55
1760,170432.7
1761,158941.13
1762,181897.06
1763,192416.64
1764,108311.5
1765,183273.5
1766,184290.33
1767,219252.88
1768,143649.72
1769,165174.63
1770,167598.19
1771,106575.78
1772,136428.35
1773,119302.52
1774,144214.44
1775,140342.11
1776,138573.03
1777,118327.32
1778,148731.6
1779,123687.24
1780,181310.68
1781,120582.21
1782,64980.09
1783,135363.4
1784,119691.61
1785,134603.53
1786,158247.49
1787,182776.47
1788,85049.78
1789,111010.65
1790,46342.43
1791,218163.58
1792,157778.69
1793,140018.11
1794,175194.16
1795,141213.35
1796,147508.46
1797,135643.61
1798,116877.36
1799,103121.82
1800,137793.07
1801,114636.98
1802,145924.24
1803,164874.34
1804,146256.79
1805,147360.17
1806,131459.68
1807,153134.41
1808,132344.96
1809,117132.94
1810,147020.36
1811,130260.96
1812,120119.6
1813,119006.84
1814,104834.72
1815,31342.47
1816,120787.25
1817,138405.15
1818,192190.88
1819,151596.81
1820,51433.68
1821,143758.01
1822,156543.07
1823,64487.44
1824,142537.32
1825,130251.14
1826,102416.14
1827,83559.87
1828,121516.26
1829,149369.19
1830,141331.16
1831,153068.83
1832,89006.72
1833,149350.65
1834,128244.43
1835,123871.25
1836,134897.22
1837,90133.2
1838,115147.67
1839,120314.35
1840,139288.46
1841,119569.76
1842,93795.64
1843,124033.01
1844,136559.16
1845,148964.11
1846,150482.72
1847,166434.28
1848,28165.53
1849,118565.07
1850,120963.12
1851,166957.77
1852,139156.62
1853,136569.67
1854,183712.35
1855,167185.1
1856,229424.14
1857,166930.51
1858,159109.24
1859,121415.19
1860,165197.07
1861,120258.35
1862,307308.64
1863,305434.39
1864,305452.1
1865,348852.01
1866,343879.03
1867,232671.64
1868,307945.39
1869,214155.77
1870,228675.43
1871,265260.43
1872,190846.89
1873,231350.42
1874,135809.15
1875,194194.33
1876,188589.04
1877,202381.73
1878,211479.24
1879,121490.66
1880,126407.25
1881,247575.95
1882,253974.8
1883,197807.9
1884,211365.87
1885,239252.48
1886,283523.4
1887,222512.47
1888,260151.33
1889,179803.95
1890,102249.83
1891,131437.77
1892,86154.94
1893,137811.97
1894,104656.54
1895,128215.16
1896,118090.53
1897,89976.69
1898,122110.98
1899,154462.85
1900,141204.27
1901,145535.69
1902,127669.53
1903,195000.58
1904,129785.93
1905,198400.51
1906,148290.03
1907,226480.36
1908,110910.28
1909,160352.97
1910,132492.27
1911,204058.42
1912,294838.38
1913,177456.13
1914,63635.14
1915,304169.64
1916,8888.05
1917,257789.56
1918,141113.42
1919,194983.1
1920,166393.75
1921,364222.96
1922,329199.27
1923,235992.89
1924,216213.02
1925,214351.62
1926,374339.07
1927,128044.59
1928,150993.68
1929,118348.14
1930,143000.34
1931,145078.02
1932,144256.99
1933,173692.82
1934,163869.32
1935,168042.89
1936,178248.75
1937,181203.66
1938,181960.61
1939,229999.52
1940,191278.58
1941,170535.35
1942,198244.25
1943,208025.84
1944,335091.13
1945,351530.66
1946,148487.01
1947,307165.97
1948,173463.37
1949,247316.93
1950,197376.36
1951,269525.14
1952,231154.11
1953,204058.48
1954,196310.75
1955,122312.09
1956,322444.2
1957,151519.12
1958,284705.1
1959,145022.95
1960,104091.03
1961,136265.33
1962,92292.1
1963,107453.07
1964,96853.87
1965,144797.06
1966,139143.54
1967,291452.85
1968,377338.42
1969,359306.37
1970,360484.99
1971,427875.12
1972,347108.53
1973,303929.82
1974,326922.59
1975,441066.65
1976,260761.37
1977,350170.99
1978,316115.06
1979,310436.11
1980,194903.14
1981,335901.43
1982,211022.42
1983,199457.8
1984,187661.05
1985,218126.46
1986,209971.06
1987,187829.19
1988,184136.95
1989,207820.1
1990,221561.67
1991,213816.78
1992,236416.9
1993,190939.41
1994,236486.71
1995,183263.45
1996,289618.49
1997,315316.31
1998,288134.88
1999,267431.98
2000,299989.6
2001,304850.22
2002,247484.57
2003,262885.08
2004,294642.99
2005,244977.53
2006,212787.83
2007,253046.01
2008,219594.71
2009,212227.64
2010,211334.32
2011,145806.68
2012,185871.7
2013,180616.74
2014,190905.39
2015,214679.2
2016,201633.13
2017,210503.67
2018,129139.04
2019,135821.3
2020,83154.29
2021,103384.12
2022,179540.76
2023,159834.7
2024,292528.37
2025,332678.75
2026,168646.13
2027,159032.48
2028,156078.27
2029,170764.56
2030,272525.36
2031,245992.91
2032,267624.56
2033,253903.86
2034,176167.85
2035,211036.59
2036,210832.76
2037,211576.97
2038,322480.5
2039,222620.9
2040,342777.75
2041,297572.21
2042,207052.35
2043,168356.7
2044,181138.56
2045,197328.69
2046,127853.83
2047,136150.23
2048,156680.11
2049,130084.53
2050,185901.46
2051,117174.9
2052,130873.99
2053,144092.77
2054,77696.34
2055,171718.47
2056,160292.34
2057,107960.34
2058,213264.7
2059,132109.36
2060,176261.72
2061,182662.21
2062,119002.43
2063,126423.21
2064,118899.36
2065,119671.18
2066,182361.92
2067,122034.19
2068,130667.67
2069,89186.99
2070,109689.52
2071,87942.05
2072,142488.14
2073,131631.9
2074,180218.33
2075,143941.0
2076,129368.66
2077,146113.48
2078,108011.12
2079,139921.82
2080,123164.61
2081,120128.05
2082,117467.91
2083,145623.68
2084,96091.19
2085,103925.52
2086,133796.91
2087,125859.76
2088,99485.95
2089,91174.24
2090,134147.07
2091,65734.39
2092,123786.65
2093,165537.85
2094,126144.7
2095,118901.45
2096,93945.64
2097,116732.43
2098,144526.52
2099,24995.77
2100,66415.0
2101,115005.78
2102,142505.35
2103,91137.16
2104,140856.58
2105,157751.88
2106,59241.13
2107,196298.85
2108,130020.02
2109,97963.91
2110,125295.54
2111,151189.27
2112,129110.87
2113,117585.86
2114,121484.3
2115,157613.33
2116,98149.79
2117,136976.1
2118,110414.56
2119,105344.01
2120,129310.14
2121,81786.0
2122,92598.71
2123,76492.44
2124,167527.76
2125,144300.02
2126,141076.74
2127,162837.47
2128,152325.65
2129,68746.35
2130,127490.15
2131,150246.42
2132,103739.49
2133,119119.93
2134,126353.11
2135,114900.61
2136,47083.68
2137,107707.62
2138,154696.2
2139,153592.97
2140,142760.66
2141,153715.91
2142,122433.95
2143,150301.76
2144,87465.33
2145,140137.34
2146,171603.65
2147,145418.97
2148,144570.47
2149,168674.69
2150,217977.81
2151,126014.38
2152,178966.3
2153,205493.18
2154,109783.16
2155,134107.84
2156,269240.99
2157,233278.63
2158,238547.52
2159,233896.99
2160,191440.9
2161,253524.12
2162,357037.1
2163,368958.01
2164,242615.78
2165,207205.46
2166,149432.7
2167,205979.91
2168,192252.5
2169,198846.12
2170,222676.27
2171,161921.68
2172,134483.82
2173,168518.46
2174,227525.76
2175,267560.05
2176,290916.96
2177,235993.81
2178,228380.93
2179,149725.03
2180,196098.86
2181,205744.5
2182,231479.54
2183,202220.24
2184,122881.97
2185,127860.68
2186,145646.65
2187,171751.14
2188,178143.76
2189,318700.07
2190,64426.43
2191,50885.98
2192,71678.04
2193,112987.99
2194,88592.89
2195,110106.75
2196,122998.03
2197,112221.81
2198,149225.62
2199,185535.72
2200,147478.7
2201,142834.27
2202,219129.47
2203,137365.31
2204,145681.67
2205,109354.28
2206,134845.18
2207,195225.86
2208,231739.6
2209,176085.6
2210,124060.83
2211,119137.11
2212,135365.99
2213,104288.83
2214,168990.19
2215,93838.52
2216,148554.95
2217,81168.66
2218,85634.94
2219,78464.18
2220,42851.9
2221,305627.06
2222,279610.22
2223,296626.77
2224,217234.4
2225,129832.53
2226,181496.79
2227,220454.24
2228,289786.33
2229,252435.26
2230,149457.74
2231,233388.65
2232,171932.82
2233,194963.06
2234,269454.97
2235,242825.49
2236,253852.2
2237,312428.71
2238,190867.28
2239,106678.32
2240,170773.43
2241,160470.56
2242,114734.81
2243,133263.09
2244,109613.67
2245,103450.96
2246,143686.76
2247,106591.33
2248,108595.08
2249,111928.01
2250,121769.83
2251,103050.99
2252,173035.87
2253,155688.14
2254,176021.15
2255,190507.2
2256,195781.62
2257,210275.23
2258,164816.35
2259,177756.66
2260,113639.83
2261,195623.6
2262,208498.75
2263,351493.45
2264,417080.77
2265,159965.4
2266,274096.37
2267,333811.83
2268,385121.73
2269,169573.81
2270,213718.29
2271,227256.23
2272,263929.48
2273,169776.68
2274,182421.76
2275,159356.48
2276,205175.76
2277,190888.83
2278,148672.87
2279,124684.03
2280,106849.46
2281,172956.94
2282,182804.94
2283,117650.67
2284,124174.97
2285,134582.12
2286,123884.09
2287,365257.76
2288,281611.72
2289,285975.27
2290,394983.69
2291,322987.45
2292,388632.47
2293,410755.26
2294,353952.18
2295,427973.45
2296,244734.19
2297,348312.68
2298,355692.53
2299,335692.96
2300,310809.43
2301,327095.42
2302,233651.07
2303,237792.93
2304,232157.79
2305,206263.07
2306,204516.36
2307,213020.63
2308,214177.79
2309,301474.65
2310,202475.96
2311,209430.96
2312,183547.92
2313,188999.7
2314,193804.09
2315,186256.48
2316,216299.65
2317,196305.71
2318,203148.4
2319,200279.97
2320,182062.8
2321,234257.43
2322,194436.05
2323,194429.4
2324,200599.95
2325,217612.7
2326,189862.11
2327,211630.89
2328,229402.21
2329,187748.41
2330,180416.19
2331,322911.1
2332,364292.04
2333,293742.07
2334,257773.4
2335,287420.54
2336,287593.67
2337,196896.62
2338,243666.27
2339,229091.79
2340,389400.25
2341,205285.48
2342,237483.0
2343,224803.52
2344,230449.16
2345,230607.95
2346,208305.98
2347,193589.25
2348,242045.93
2349,176928.43
2350,315346.95
2351,267754.55
2352,255557.51
2353,254757.7
2354,128014.67
2355,152836.34
2356,165265.75
2357,196058.79
2358,204661.97
2359,125614.79
2360,126509.06
2361,144394.97
2362,280977.77
2363,160126.11
2364,187061.48
2365,222416.27
2366,196686.29
2367,218694.71
2368,205624.9
2369,196449.54
2370,163796.97
2371,169558.01
2372,192460.51
2373,291493.13
2374,305474.16
2375,238218.16
2376,288752.42
2377,314459.78
2378,144679.84
2379,223407.41
2380,162585.96
2381,182997.47
2382,220715.59
2383,199203.56
2384,245888.88
2385,174088.16
2386,137689.94
2387,139840.72
2388,106572.67
2389,116829.55
2390,154669.7
2391,127900.18
2392,113786.97
2393,167599.93
2394,129580.48
2395,210387.45
2396,144155.79
2397,214065.04
2398,125476.54
2399,74556.79
2400,67559.08
2401,107388.02
2402,149287.95
2403,130750.08
2404,141925.45
2405,177336.08
2406,140884.79
2407,118763.51
2408,159541.75
2409,112234.89
2410,183075.35
2411,106053.25
2412,149636.06
2413,133453.05
2414,153851.4
2415,140357.02
2416,134452.09
2417,133389.92
2418,132175.59
2419,134391.68
2420,121337.1
2421,124004.35
2422,98645.78
2423,134016.19
2424,152835.66
2425,208070.88
2426,117780.87
2427,143459.96
2428,193516.78
2429,96872.82
2430,124289.49
2431,93604.1
2432,145097.65
2433,142170.12
2434,135529.96
2435,155198.01
2436,110626.44
2437,107229.35
2438,121704.75
2439,120567.53
2440,130739.41
2441,134506.88
2442,95938.86
2443,145668.86
2444,126919.1
2445,101093.73
2446,135140.3
2447,205480.34
2448,133005.84
2449,115721.97
2450,164057.54
2451,122148.65
2452,201597.52
2453,95482.93
2454,108384.03
2455,117905.53
2456,150955.23
2457,112534.17
2458,126009.4
2459,105659.86
2460,149982.67
2461,127105.26
2462,122751.18
2463,136209.34
2464,172057.89
2465,138024.24
2466,132986.87
2467,161412.36
2468,81033.88
2469,84130.19
2470,196919.65
2471,221065.21
2472,169092.64
2473,115830.34
2474,84400.68
2475,239618.95
2476,103429.3
2477,115327.5
2478,152482.81
2479,109434.04
2480,148666.79
2481,139621.0
2482,122754.19
2483,103542.65
2484,132204.95
2485,132060.86
2486,152174.27
2487,200011.2
2488,170846.7
2489,152816.61
2490,149648.96
2491,115944.69
2492,192399.26
2493,158808.21
2494,145704.83
2495,92520.81
2496,251752.28
2497,160140.66
2498,92754.26
2499,85337.71
2500,105177.17
2501,154325.09
2502,142386.96
2503,109974.01
2504,156991.24
2505,231167.8
2506,266024.25
2507,279646.74
2508,264405.48
2509,218961.53
2510,214718.31
2511,182511.88
2512,214992.55
2513,245870.95
2514,309213.35
2515,132450.06
2516,177318.47
2517,136930.48
2518,145990.82
2519,227052.98
2520,215663.82
2521,198211.65
2522,227336.55
2523,133283.41
2524,130599.77
2525,128270.32
2526,143555.72
2527,134544.49
2528,126199.61
2529,140456.4
2530,122146.86
2531,232559.35
2532,229057.23
2533,209609.82
2534,254725.71
2535,279318.36
2536,235954.65
2537,229548.3
2538,189330.67
2539,205803.99
2540,183257.13
2541,194600.08
2542,173982.9
2543,126322.18
2544,121662.31
2545,148785.52
2546,149482.45
2547,148756.36
2548,164633.96
2549,154283.78
2550,602655.09
2551,155549.2
2552,146501.97
2553,68221.34
2554,75453.99
2555,122107.43
2556,84744.57
2557,105629.37
2558,163879.73
2559,127398.28
2560,132445.78
2561,149532.14
2562,131483.3
2563,134504.73
2564,187442.66
2565,131150.57
2566,135971.14
2567,96860.42
2568,180202.5
2569,191518.39
2570,125084.57
2571,164759.05
2572,164442.1
2573,215850.79
2574,268598.46
2575,145799.32
2576,122890.74
2577,162895.86
2578,79509.02
2579,23443.21
2580,96147.76
2581,115027.71
2582,143733.8
2583,268513.27
2584,188896.93
2585,190064.23
2586,219392.07
2587,196615.67
2588,151034.0
2589,164614.22
2590,226508.71
2591,281996.44
2592,214475.67
2593,260220.16
2594,188994.98
2595,224456.81
2596,309998.38
2597,203452.71
2598,271421.65
2599,352558.58
2600,155434.8
2601,173465.64
2602,71312.3
2603,103028.89
2604,70329.78
2605,63485.16
2606,156561.43
2607,220592.04
2608,209267.72
2609,181712.61
2610,102542.6
2611,138950.46
2612,156084.24
2613,143388.35
2614,113278.93
2615,176272.35
2616,170415.27
2617,189333.27
2618,241251.42
2619,207811.96
2620,179025.93
2621,179550.0
2622,189255.26
2623,239931.17
2624,285513.2
2625,258553.96
2626,167970.89
2627,160395.91
2628,387309.31
2629,442967.41
2630,324486.01
2631,424631.57
2632,377027.23
2633,277944.6
2634,375848.07
2635,169995.84
2636,186636.55
2637,222699.31
